clean_tweet	airline_sentiment
americanair worker checked ice plane using cell phone flashlight really come	negative
americanair wine served usairways flights watered somehow right bottles	negative
americanair passengers two reservation numbers	negative
americanair patrichruben profit maximization top priority nothing else even registers dinosaurs	negative
americanair manuel c yeah tweet platitudes think twitter bot cares	negative
americanair flight supposed depart still boarded	negative
americanair worst customer service airlines ever encountered flat awful	negative
americanair ezemanalyst tweet canned impersonal responses though impatient customer got	negative
americanair done thank much	positive
americanair nice aa employee making skillful excuses late flightness due catering snafu http co ypvpvdltys	negative
americanair taxi across dfw airport min state min past departing gate need deiced wow uncool amp untrue	negative
americanair hrs amp cncld flights late flightr landed phl mins amp counting tarmac waiting gate pls better	negative
americanair delivered mom delayed bag wrong place hrs hold yesterday gt hr today still bag aa http co qkkjdfobos	negative
americanair yeah try harder catering truck sight leave w food eat anyway	negative
americanair awful customer service	negative
americanair everything good brothaaaaaa	positive
